GAMEPLAY_DeathExhaustedFreeze,You died from exhaustion and exposure,,Du døydde av utmatting og kulde
GAMEPLAY_DeathFaDedLongDark,You faded into The Long Dark...,,Du forsvann inn i det evige mørkeret...
GAMEPLAY_DeathFalling,You died from massive internal injuries after falling,,Du døydde av store innvendige skadar etter eit hardt fall
GAMEPLAY_DeathFoodPoisoning,You died from food poisoning,,Du døydde av matforgiftning
GAMEPLAY_DeathFoodPoisoningSleeping,You died from food poisoning while sleeping,,Du døydde av matforgiftning medan du sov
GAMEPLAY_DeathFreeze,You died from exposure,,Du døydde av kulde
GAMEPLAY_DeathFreeze_Name,{name} has died from exposure.,,{name} døydde av kulde
GAMEPLAY_DeathIceCracking,You drowned after falling through cracked ice,,Du drukna då du datt gjennom isen
GAMEPLAY_DeathInfection,You died from infection,,Du døydde av ein infeksjon
GAMEPLAY_DeathInfectionSleeping,You died from infection while sleeping,,Du døydde av ein infeksjon medan du sov
GAMEPLAY_DeathMooseAttack,You died from injuries sustained during a Moose Attack,,Du døydde av store innvendige skadar etter eit elgeåtak
GAMEPLAY_DeathScurvy,You died from Scurvy,,
GAMEPLAY_DeathStarve,You died from starvation,,Du døydde av sult
GAMEPLAY_DeathStarveDehydrate,You died from starvation and dehydration,,Du døydde av sult og dehydrering
GAMEPLAY_DeathStarveDehydrateExhausted,"You died from starvation, dehydration, and exhaustion",,"Du døydde av sult, dehydrering og utmatting"
GAMEPLAY_DeathStarveDehydrateExhaustedFreeze,"You died from starvation, dehydration, exhaustion, and exposure",,"Du døydde av sult, dehydrering, utmatting og kulde"
GAMEPLAY_DeathStarveDehydrateFreeze,"You died from starvation, dehydration, and exposure",,"Du døydde av sult, dehydrering og kulde"
GAMEPLAY_DeathStarveExhausted,You died from starvation and exhaustion,,Du døydde av sult og utmatting
GAMEPLAY_DeathStarveExhaustedFreeze,"You died from starvation, exhaustion, and exposure",,"Du døydde av sult, utmatting og kulde"
GAMEPLAY_DeathStarveFreeze,You died from starvation and exposure,,Du døydde av sult og kulde
GAMEPLAY_DeathSuffocation,You died from Suffocation,,
GAMEPLAY_DeathWolfAttack,You died from loss of blood and shock from a wolf attack,,Du døydde av blodtap og sjokk etter eit ulveåtak
GAMEPLAY_Debug,debug,,debug
GAMEPLAY_DebugScreenshot,debug Screenshot,,debug-skjermbilete
GAMEPLAY_DecalAvoid,Avoid Direction,,Unngå
GAMEPLAY_DecalClothing,Clothing,,Klede
GAMEPLAY_DecalDanger,Danger,,Fare
GAMEPLAY_DecalFireStarting,Fire Starting,,Eld
GAMEPLAY_DecalFirstAid,First Aid,,Fyrstehjelp
GAMEPLAY_DecalFoodDrink,Food & Drink,,Mat & drykk
GAMEPLAY_DecalGo,Go Direction,,Denne veg
GAMEPLAY_DecalHuntingArea,Hunting Area,,Jaktområde
GAMEPLAY_DecalMaterials,Materials,,Material
GAMEPLAY_DecalSearched,Searched,,Granska
GAMEPLAY_DecalStorage,Storage,,Lagar
GAMEPLAY_DecalTools,Tools,,Reiskap
GAMEPLAY_Decrease,decrease,,Reduser
GAMEPLAY_DeerCarcass,deer Carcass,,Hjortekadaver
GAMEPLAY_DeerCarcassFrozen,Frozen deer Carcass,,Frose hjortekadaver
GAMEPLAY_DeerHide,Fresh deer Hide,,Nyflådd hjorteskinn
GAMEPLAY_DeerHideDescription,Freshly harvestad hide from a deer.,,Nyflådd skinn frå ein hjort.
GAMEPLAY_DeerHideDried,Cured deer Hide,cured as in dried,Turka hjorteskinn
GAMEPLAY_DeerHideDriedDescription,Hide from a deer. Can be used for crafting and repair.,,Skinn frå ein hjort. Kan nyttast til å bøta og laga ting.
GAMEPLAY_DeerSkinBoots,deerskin Boots,,Hjorteskinnsstøvlar
GAMEPLAY_DeerSkinBoots_Decent,decent deerskin Boots,,Nyttande hjorteskinnsstøvlar
GAMEPLAY_DeerSkinBoots_Mint,New deerskin Boots,,Nye hjorteskinnsstøvlar
GAMEPLAY_DeerSkinBoots_Ragged,Ragged deerskin Boots,,Fillete hjorteskinnsstøvlar
GAMEPLAY_DeerSkinBoots_Ruined,Ruined deerskin Boots,,Unyttande hjorteskinnsstøvlar
GAMEPLAY_DeerSkinBoots_Worn,Worn deerskin Boots,,Velbrukte hjorteskinnsstøvlar
GAMEPLAY_DeerSkinBootsDescription,"Supple and tough. Allows great balance of mobility and warmth. Also, stylish.",,Mjuke og solide. Har ein fin balanse mellom rørsleevne og varme. Dessutan er dei stilige.
GAMEPLAY_DeerSkinPants,deerskin Pants,,Hjorteskinnsbukser
GAMEPLAY_DeerSkinPants_Decent,decent deerskin Pants,,Nyttande hjorteskinnsbukser
GAMEPLAY_DeerSkinPants_Mint,New deerskin Pants,,Nye hjorteskinnsbukser
GAMEPLAY_DeerSkinPants_Ragged,Ragged deerskin Pants,,Fillete hjorteskinnsbukser
GAMEPLAY_DeerSkinPants_Ruined,Ruined deerskin Pants,,Unyttande hjorteskinnsbukser
GAMEPLAY_DeerSkinPants_Worn,Worn deerskin Pants,,Velbrukte hjorteskinnsbukser
GAMEPLAY_DeerSkinPantsDescription,"Warm, supple, and tough. Offers a great combination of mobility and warmth. Wear these to feel like the Mad Max of the North.",,"Varme, mjuke og slitesterke. Gjev deg både god rørsleevne og varme. Har du på deg desse vil du kjenna deg som Mad Max i nord."
GAMEPLAY_DegraDedHUDMessage,{item-name} degraded to {%-value}% condition,,{item-name} vart redusert til {%-value}%
GAMEPLAY_DegreesCUnits,°C,,°C
GAMEPLAY_DegreesFUnits,°F,,°F
GAMEPLAY_Dehydrated,dehydrated,,Dehydrert
GAMEPLAY_DehydratedDescription,Will die without potable water.,,Du vil døy om du ikkje drikk noko.
GAMEPLAY_DehydrationRisk,Dehydration Risk,,Fare for dehydrering
GAMEPLAY_DehydrationRiskDescription,Will become dehydrated without potable water.,,Vert dehydrert utan drikkande vatn.
GAMEPLAY_Delete,delete,deleting a save slot,Slett
GAMEPLAY_DeleteAll,Delete All,,Slett alt
GAMEPLAY_DeleteJournal,Are you sure you want to remove this Journal?,,Er du sikker på at du vil sletta denne dagboka?
GAMEPLAY_DeleteSaveSlotMessage,Are you sure you want to delete the selected game? All progress from that game session will be lost.,,Er du sikker på at du vil sletta det valde spelet? All fremdrift frå den speleøkta vil gå tapt.
GAMEPLAY_Deploy,Deploy,,
GAMEPLAY_DeployRope,deploy Mountaineering Rope,,Nytt tauet
GAMEPLAY_DeployRopeAction,deploying Rope...,,Nyttar tau...
GAMEPLAY_DepositBox,Safety deposit Box,deposit box - a small locked bank deposit box,Bankboks
GAMEPLAY_DepositBoxContainerOpen,Open deposit Box,,Opn bankboks
GAMEPLAY_DepositBoxContainerSearch,Search deposit Box,,Gransk bankboks
GAMEPLAY_DepositBoxKey1,Bank deposit Box Key (#7),,Bankboksnykel #7
GAMEPLAY_DepositBoxKey2,Bank deposit Box Key (#13),,Bankboksnykel #13
GAMEPLAY_DepositBoxKey3,Bank deposit Box Key (#20),,Bankboksnykel #20
GAMEPLAY_DepositBoxKeyDescription1,Bank deposit box key. Will open one of the deposit boxes at the bank,,Bankboksnykel. Med denne kan du opna ein bankboks i bankkvelvet.
GAMEPLAY_DepositBoxKeyDescription2,Bank deposit box key. Will open one of the deposit boxes at the bank,,Bankboksnykel. Med denne kan du opna ein bankboks i bankkvelvet.
GAMEPLAY_DepositBoxKeyDescription3,Bank deposit box key. Will open one of the deposit boxes at the bank,,Bankboksnykel. Med denne kan du opna ein bankboks i bankkvelvet.
GAMEPLAY_Derailment,derailment,,Avspora tog
GAMEPLAY_Description,description,,Skildring
GAMEPLAY_DescriptionAccessibility,Explore and modify accessibility settings.,,
GAMEPLAY_DescriptionAllChallenges,Explore Unlocked Challenges,,Sjå opplåste utfordringar
GAMEPLAY_DescriptionAudio,Explore and modify audio settings.,Short description in Options for item Audio,Sjå og juster lydinnstillingar.
GAMEPLAY_DescriptionAutosave,Adjust how frequently your game Autosaves.,,
GAMEPLAY_DescriptionBack,Go back to the previous screen.,description for menu item Updates,Gå attende til førre skjerm.
GAMEPLAY_DescriptionBackToGame,Return to the game.,Short description in PauseMenu UI for item BackToGame,Gå attende til spelet.
GAMEPLAY_DescriptionBackToHome,Return to Survival Mode Main Menu.,,
GAMEPLAY_DescriptionBadges,Explore all currently unlocked and in-progress Badges.,Short description in PauseMenu UI for item Badges,Sjå alle opplåste og pågåande merker.
GAMEPLAY_DescriptionBrightness,"Modify the game's brightness settings, to suit your particular display device.",Short description in Options for item Brightness,Juster ljosstyrken i spelet sånn at han passar til din skjerm.
GAMEPLAY_DescriptionBrightness_New,"For the best visual experience move the slider until you find a position where the shadows are dark without losing details, and the bright areas do not appear oversaturated on your display.",,"Juster ljosstyrken i spelet til skuggar vert mørke, men utan å mista detaljar. ljose områder skal heller ikkje vera så ljose at du mistar detaljar der heller."
GAMEPLAY_DescriptionChallenges,"Objective-based experiences with a clear beginning and end, designed to last from 1-3 hours.",Short description in MainMenu for item Challenges,Målbaserte opplevingar med ein klar begynnelse og slutt. Berekna til å vara i 1 til 3 timar.
GAMEPLAY_DescriptionCommunity,Inforformation for and about the Community.,description for menu item Community,Informasjon for og om fellesskapet.
GAMEPLAY_DescriptionControlDiagram,Explore controller diagram.,,Sjå diagram for knappeval
GAMEPLAY_DescriptionControls,Explore and modify controls.,Short description in Options for Controls,Sjå og endra knappeval.
GAMEPLAY_DescriptionCredits,Play the credits movie.,description for menu item Credits,Spel av filmen med medverkande.
GAMEPLAY_DescriptionDisplay,Explore and modify basic options relating to display settings.,"Updated July 19th, 2017.",Sjå og juster grunnleggjande innstillingar for oppløysing og skjerm.
GAMEPLAY_DescriptionExtras,Explore additional content.,Short description in MainMenu for item Extra,Sjå ekstra innhold.
GAMEPLAY_DescriptionFeats,Explore Unlocked Feats,description for menu item Feats,Sjå opplåste bragdar
GAMEPLAY_DescriptionFemale,Female Survivor,Short description in SelectSurvivor UI for item Female,Ei flott dame
GAMEPLAY_DescriptionFourDaysOfNight,"This Halloween, survive four days of endless night in The Long Dark's Quiet Apocalypse. ",,
GAMEPLAY_DescriptionJournals,Access saved Journals.,description for menu item Journal,Lagra dagbøker.
GAMEPLAY_DescriptionKeyBinding,Customize your keybindings to find the most comfortable combination for your play style.,Short description in Options for item Rebinding/Key rebind,Tilpass knappevala for å finne den mest komfortable kombinasjonen for din spelestil.
GAMEPLAY_DescriptionLoad4DON,Load a Saved 4 Days Of Night game.,,
GAMEPLAY_DescriptionLoadChallenge,Load a saved Challenge.,description for menu item Load Challenge,Last inn ei lagra utfordring.
GAMEPLAY_DescriptionLoadGame,Load a previous Save Game.,description for pause menu item Load Game,
GAMEPLAY_DescriptionLoadStory,Load a saved Story.,description for menu item Load Story,Last inn ei lagra historie.
GAMEPLAY_DescriptionLoadSurvival,Load a Saved Survival Mode game.,description for menu item Load Sandbox,Last inn ein lagra runde i overlevingsmodus.
GAMEPLAY_DescriptionMale,Male Survivor,Short description in SelectSurvivor UI for item Male,Ein kjekke kar
GAMEPLAY_DescriptionNewChallenge,Start a new Challenge.,description for menu item New Challenge,Start ei ny utfordring.
GAMEPLAY_DescriptionNewSave,Create a new saved game.,,
GAMEPLAY_DescriptionNewStory,Start a new Story.,description for menu item New Story,Start ei ny historie.
GAMEPLAY_DescriptionNewSurvival,Start a new Survival Mode game.,description for menu item New Sandbox,Start ein ny runde i overlevingsmodus.
GAMEPLAY_DescriptionOptions,Explore and modify options to customize your experience.,Short description in MainMenu for item Options,Sjå og juster innstillingar for å tilpassa opplevinga din.
GAMEPLAY_DescriptionOverwrite,Erase a previous Save slot so you can start a New Story.,description for Overwrite option in New Story slot selection,Slett ei tidlegare lagring sånn at du kan starta ei ny historie.
GAMEPLAY_DescriptionOverwriteSave,Overwrite a previously saved game.,,
GAMEPLAY_DescriptionPrivacy,Privacy Controls,,
GAMEPLAY_DescriptionQuality,Explore and modify advanced options relating to visual quality and performance.,Short description in Options for item Quality,Utforsk og juster avanserte innstillingar for visuell kvalitet og yting.
GAMEPLAY_DescriptionQuit,Quit the game.,Short description in MainMenu for item Quit,Avslutt spelet.
GAMEPLAY_DescriptionResumeChallenge,Continue your current Challenge.,description for menu item Resume Challenge,Fortsett på din pågåande utfordring.
GAMEPLAY_DescriptionResumeStory,Continue your current Story.,description for menu item Resume Story,Fortsett på din pågåande historie.
GAMEPLAY_DescriptionResumeSurvival,Continue your last saved Survival Mode game.,description for menu item Resume Sandbox,Fortsett på din sist lagra runde i overlevingsmodus.
GAMEPLAY_DescriptionSandbox,"The non-narrative exploration-survival experience where day-to-day survival is the only objective, and death is the only ending. Play your own story.",Short description in MainMenu for item Sandbox,"Ei oppleving utan ei bestemt handling, det einaste målet er å overleva, og dauden er den einaste avslutninga. Spel di eiga historie."
GAMEPLAY_DescriptionSaveGame,Create a new Save Game.,description for pause menu item Save Game,
GAMEPLAY_DescriptionStory,"The authored, episodic story mode for The Long Dark. ",Short description in MainMenu for item Story,Den forfatta og episodiske historiemodusen til The Long Dark.
GAMEPLAY_DescriptionTFTFTUpsell,Download Tales from the Far Territory Expansion.,,
GAMEPLAY_DescriptionUpdates,Updates on game progress.,description for menu item Updates,Oppdateringar om spelframdrift.
GAMEPLAY_Desperation,desperation,"Struggle weapon picker category ""desperation""",Desperasjon
GAMEPLAY_DestroyedLookout,destroyed Lookout,"Map marker; for the forestry lookout that is destroyed, not just abandoned",Øydelagt utkikkstårn
GAMEPLAY_DetailedStats,detailed Stats,,detaljert statistikk
GAMEPLAY_DetailedView,detailed View,,detaljert visning
GAMEPLAY_DetailSurveyNoVisibility,You cannot map in low visibility conditions.,"error message when Survey detail cannot be performed because of visibility conditions (Night, Blizzard, Fog)",Du kan ikkje kartleggja når det er dårleg sikt.
GAMEPLAY_Detonator,Detonators,,
GAMEPLAY_Detonator_Desc,A satchel full of old blasting caps. Miners use them to detonate dynamite in controlled explosions.,,
GAMEPLAY_DevDiary,Dev Diary,,
GAMEPLAY_DevMessageCrunch,"Made without crunch by people who care about their players, at a studio that cares about its people.",,
GAMEPLAY_DiabeticShockRiskCause,Type 1 Diabetes,,Sukkersjuke type 1
GAMEPLAY_DiabeticShockRiskDisplayName,Hyperglycemic Risk,,Risiko for diabeteskoma
GAMEPLAY_DiabeticShockRiskTreatment,Insulin,,Insulin
GAMEPLAY_DiabeticShockRiskTreatmentDescription,Needs Insulin,,Treng insulin
GAMEPLAY_Diagnose,Diagnose,,Diagnose
GAMEPLAY_DiagnoseScreenTitle,Diagnose,,Diagnose
GAMEPLAY_DibeticShockRiskDescription,Caused by,,Grunna
GAMEPLAY_DiedFrom,Died From,,døydde av
GAMEPLAY_Difficulty,Difficulty,describes how hard a challenge is to complete,Vanskegrad
GAMEPLAY_Disabled,Disabled,,Deaktivert
GAMEPLAY_DiscardCooking,Discard item?,,
GAMEPLAY_DiscardIt,Discard it,,
GAMEPLAY_Disclaimer,"-- DISCLAIMER --

Hinterland Studio Inc. does not condone the wanton destruction of wildlife. 

As the result of the geomagnetic disaster which serves as part of the fictional foundation of the game, we have taken liberties with the portrayal of wildlife behaviour. We are not attempting to create ""realistic"" wildlife behaviour in the game. We know that Wolves do not typically attack people.

The Long Dark is a survival experience, and we strive for realism in many areas, but it is NOT a replacement for actual survival training or experience in the wilderness. In the end, our goal is to provide an interesting set of choices for you to play with safely. It is not a wilderness survival training simulation.

Contact us for more information:

info@hinterlandgames.com

*** DO NOT ATTEMPT TO USE WHAT YOU LEARN IN THE LONG DARK, IN REAL LIFE. DOING SO COULD RESULT IN INJURY, ILLNESS, or even deATH. ***
",,"-- ANSVARSFRÅSKRIV --

Hinterland Studio Inc. stytter ikkje føremållause drap av dyr. 

På grunn av den geomagnetiske katastrofen som tjener som ein del av spelet sitt oppdikta fundament, har me tatt oss friheiter i framstillinga av dyrelivet i spelet. Me har ikkje prøvd å atterskapa ei «realistisk» dyreåtferd. Me veit at ulvar vanlegvis ikkje går til åtak på folk.

The Long Dark handlar om å overleva, og på mange område strevar me etter å gjera opplevinga so realistisk som mogleg, men spelet er ikkje ei erstatning for faktisk overlevingstrening eller opplevingar i naturen. Målet vårt er å gi deg interessante val i eit trygt spel. Det er ikkje ei simulering av trening i overleving i naturen.

Ta gjerne kontakt dersom du ynskjer meir informasjon:

info@hinterlandgames.com

*** IKKJE PRØV Å BRUKA LÆRDOM FRÅ THE LONG DARK I DEN VERKELEGE VERDA. DETTE KAN FØRE TIL SKADE, SJUKDOM ELLER TIL OG MED DØD. ***
"
